quizzes,solutions
000010085090000206002090070008007050009800400054300600100000000006000040005270061,473612985591784236862593174618947352239865417754321698187436529926158743345279861
000080310700301006030960020009610007610000050007000200000098000500174000074000000,296487315785321946431965728859612437612743859347859261163298574528174693974536182
000680159084500300100020006030260008700000002042009000020070803000000060000100000,273684159684591327159723486531267948796418532842359671425976813917835264368142795
058300900274060000900000050062000080040005700701040090000706000000000023000023000,658312947274569138913874256562197384849235761731648592325786419487951623196423875
000820000007000090000690102050100083000000600801200405149700200076010000000040700,914823567627451398538697142752164983493578621861239475149785236376912854285346719
200500000050001804400030001003000900506009000002700065005000008810000049000060000,231548796659271834478936521743615982586429317192783465365194278817352649924867153
002100075000000038000005900080000000300590800740020000000600203100800094024003080,432189675951267438678435912285716349316594827749328561897641253163852794524973186
502001600010350000400900035020000004805000000003697000078000050000008007000702000,532871649619354872487926135726185394895243761143697528378419256264538917951762483
205000600070000002090000340007908000000001050609750100000017000030000020708000460,285134679374869512196275348517948236843621957629753184462517893931486725758392461
905001804300050000021000000000682030000000007030049000800010309040000070000800400,975321864386457192421968753714682935698135247532749681867514329143296578259873416
040000053001000000020000940800025600000400080060007402007058006000390001500000000,649782153751943268328516947874125639132469785965837412417258396286394571593671824
009010000070280003000006010700000040002008300040000000908340000053800702000002000,369715284571284963284936517736129845192458376845673129928347651453861792617592438
002000031050000006009063050000700000001000004000409820206008000400002500000300400,682954731153827946749163258924786315871235694365419827236548179417692583598371462
000097100007800000006400020080610000020005003000000080300050800070000001100006009,243597168517862934896431725485613297629785413731924586364159872972348651158276349
010000006005003042008506000050730008001000200000100097007400050903000000000087000,319248576675913842248576319452739168791864235836125497187492653923651784564387921
000300000721906000000070040100000054008000017300000900804000000060007095500802003,489325176721946538635178249172689354958234617346751982894563721263417895517892463
108640000000050008600700030000900700390060100725000000000400950000000300000013800,138642597479351268652789431861925743394867125725134689213478956587296314946513872
001070000000040005000231000430000000005380007007000400000007008502800900006019020,361975842279648135854231769438792516615384297927156483193427658542863971786519324
830004610000003204000000030000068070700000006001072350090001000065000000007920008,832794615579613284146285937923568471754139826681472359498351762265847193317926548
010005089600970035050000200003820000080000000004091002091430007000000300000009000,312645789648972135957183264173824956289567413564391872891436527426758391735219648
007090104000008602000400000005000830380700010600000207960500400000804000700020003,837692154594138672126457389475219836382746915619385247961573428253864791748921563
000207390000800001032001800250000080400000700097400200001008007500000100009003060,814267395975834621632591874253719486468325719197486253321658947546972138789143562
020400000840000090000036400000305000105600000000000005080270040200080003037000908,623491857841752396759836412478315269195628734362947185986273541214589673537164928
060300001007010000390008004080004000005900607000500380000673090000050000073100000,468395721527416839391728564786234915235981647914567382152673498649852173873149256
000020007400000000600305040010900078000780900970000630006400003000001080700000002,195824367437169825682375149513946278264783951978512634826497513349251786751638492
000300080090006000400200070800060900000800020310009056030008710051000300600001000,527314689193786542486295173845162937769853421312479856934628715251947368678531294
985007000000002000040508000004000900090100803000000607070801039000600000408050200,985417362761392584342568791824736915697145823153289647576821439239674158418953276
000900800100050300000004010000780000000002460059001007402000000090268040007000003,235916874146857392978324516624789135781532469359641287462173958593268741817495623
200108075500000000480090000608005200003001006000200300007050003800000600090000010,239168475571324968486597132618935247723841596954276381167459823842713659395682714
500780103690002000007601000000005000003000040109000506000020050700003090000006801,542789163691342785837651429476895312253167948189234576314928657768513294925476831
000804000000090000600307820740009008801003407030000010008040500000006100160780004,279814653583692741614357829745129368821563497936478215398241576457936182162785934
000000490001000070000000500080076002030090018000400000050000000900380050600015080,765823491241659873398741526589176342436592718127438965854267139912384657673915284
001900040000600005002000380800000000050060430700108092000746000090020701000000000,371985246984632175562471389826394517159267438743158692218746953495823761637519824
200034800900020004000508009800000120306070000090000003050007900007010000000800007,265934871938721654741568239874395126316472598592186743153647982487219365629853417
000000080200580109000004726030190400001000000004305000000200000090060002050800640,619723584247586139385914726836192475571648293924375861463257918798461352152839647
008000000304100200600034009400009010002000600007005040230040700000090000500087006,728956431394178265615234879483769512952413687167825943236541798871692354549387126
700009030890000054020000000000480576400005010002000003260090300008060005040800001,716549238893726154524318769931482576487635912652971843265194387178263495349857621
005090017010070820000410950500039041006100000001004200030000000602000590000080000,465298317913576824287413956528739641346125789791864235834957162672341598159682473
200006349000000050000900002000200090001003865007000400000600000540109000100075004,275816349619432758834957612356248197421793865987561423798624531543189276162375984
034068000582900400009400000007000900040200603000000047090000070000640809010002006,134568792582937461769421385657314928841279653923856147396185274275643819418792536
900000800006100039003008004001060093680500007400000000005600000020000500700000020,917346852846125739253798164571864293682539417439217685195672348324981576768453921
002007080100004090080620100000000002000041009007508000003070500004000003000005940,942137685136854297785629134419763852568241379327598461693472518854916723271385946
200000000610508400450200031000970100800006003004000000000000000709010004062004079,293147685617538492458269731526973148871426953934851267345792816789615324162384579
782003105000000300000052600000400006200071000009000030000960000036008072190000000,782643195654189327913752648371495286268371459549826731827964513436518972195237864
000064217030000050000000800000000783006005020020090000009030040001906008200080006,598364217734218659162759834915642783346875921827193465689537142451926378273481596
390000706006090100401000000700830050010020000000000608153002000000000003007400580,395148726286397145471256839769831452814625397532974618153782964648519273927463581
000409805000003070090500002820030000301000000000002081204010900500000018600008004,162479835458123679793586142826931457341857296975642381284715963539264718617398524
000100000070200300302000700010405000008030000200701000040000269000060050009000480,684173925971256348352849716716495832498632571235781694547318269823964157169527483
000002003000300704240070080890104002400000000002000006780000050060080000100009300,678452913951368724243971685896134572437526891512897436784613259369285147125749368
006050000025603090700001006200800060010700820009000000000000480068500100030100000,396457218125683794784921536247835961613794825859216347571369482968542173432178659
000000080000070000050408002008023570000600001021000030000060900600009005790050004,247596183189372456356418792468123579973685241521947638835264917614739825792851364
000060047000071000000003809870040000001700000002005060208090005090080604067300000,315869247984271536726453819879642153651738492432915768248196375193587624567324981
100050000057006000409000710002600083000095040500080000070003009030400000205070030,128957364357146298469238715792614583683795142514382976871563429936421857245879631
080703000600040071000600000000802006015000000000017900070000139350000700008000045,581793624693245871724681593947852316215936487836417952472568139359124768168379245
050007000000050027000249600506093000800000900730000105003400000290030080080000700,452867319968351427317249658546193872821574963739628145173485296294736581685912734
500008900003001050080700420420000030109000004067000000001060007600004000090300002,514628973273941856986753421425196738139587264867432195341269587652874319798315642
100000080200000009075002001000006940000024005610007003300001072007000006000000400,136795284248163759975482361852316947793824615614957823389641572427538196561279438
010005000300021007000800340090078014000400030040100800032000078009000060000580000,917345286384621957265897341593278614128469735746153829432916578859734162671582493
060010420400000008000000060034065709920004030006000000000006190003400200170800000,367918425451632978289547361834265719925174836716389542548726193693451287172893654
900000072008000005100800060000001700001430590000900000200090004760040008003008050,954316872638729415127854369592681743871432596346975281285197634769543128413268957
001085006053009008000000030000700000017800060640000200030000600000900043006507900,971385426253649178864271539392764815517892364648153297739418652185926743426537981
700053602000000000060040013610000000040102006008300050050000830000000100800506027,781953642234671598569248713612795384345182976978364251156427839427839165893516427
500060002003510000000009700000403000000050941800000020030700000065000290020000608,597364182283517469614289753152493876376852941849671325938726514465138297721945638
460001025000000090307200010005000084200030000006057100190005000000008500000002070,469781325821563497357294816735129684218436759946857132194375268672918543583642971
000020600714000500000000001800007005036091004020030000000506007000012000900000006,358124679714369582269758431891247365536891724427635918143586297675912843982473156
900000050700900200006857090000580020001206049000010680010002000005600000040000060,984321756753964218126857394469583127831276549572419683618742935295638471347195862
070600000500102900000000080400000050207590800030000020300260001802070300000010000,978654132543182967621937485489721653267593814135846729394268571812475396756319248
000080020000039108040000000720048000800200600006007040200094080000700006507000000,173586429652439178948172563725648931894213657316957842261394785489725316537861294
007006002108900300000030014000007430000690201000023700020070008071200900309000000,437516892168942375295738614912857436753694281846123759524379168671285943389461527
000058007200000000070026904300400579000010006000000010000000005006540700090070602,614958327259734861873126954361482579947315286582697413738269145126543798495871632
900860000000009002802400009080700000000000304600000720710000400406100000200030010,945862173163579842872413659384726591527981364691345728719258436436197285258634917
300000007000700009407000200005009000000004006000080034000600002008900050590032408,369425187852761349417893265645379821283514796971286534734658912128947653596132478
905003840000006030068500007600000090400058200080020300070000000000805003803107000,925713846714286539368594127652371498439658271187429365571932684296845713843167952
001460002060200307209000000600009053078000401000070000000010000000027600080900000,731468592864295317259731846642189753978352461513674289426513978195827634387946125
960700012004000503000001000009008070000010000080064100345000980000000050800400031,968735412174289563532641897419328675256917348783564129345172986621893754897456231
000390060430000000000100000050000200100500078860000000007801095000007600905630780,571394862436278159298165437759483216143526978862719543627841395384957621915632784
004008300008400070006009008500002010009080200000031009000000007200600095000000060,794158326358426971126379548583962714619784253472531689861295437247613895935847162
000730800900608000063000002040560000502000007000300001030000040605940700009000010,154732896927658134863491572341567289592814367786329451238176945615943728479285613
000009006000075010000000900002090000506408000700001800607000300014000560005010098,253149786968375214471286953182793645536428179749561832697854321814932567325617498
074000002800003090901067000065130000000000010000090200400000600003906020050000087,574819362826453791931267845265134978398725416147698253482571639713986524659342187
845000000000000000600030470500001900020007000100460030000000050260790080000046107,845179623937624518612538479576381942423957861189462735794813256261795384358246197
010007030000050047070920801004060000000209004020010000301000200050000600208700000,419687532682351947573924861194563728836279154725418396341896275957142683268735419
061042900000069000003105000006003009000000240092000503100007005580000174000000000,761342958258769431943185627416523789375918246892674513124897365589236174637451892
050091640290000037604000005000907000000350280080000000000126000400039060000500000,357291648298465137614873925542987316761354289983612574879126453425739861136548792
290053006500600000071200009700060000040005000060000042000090120000500084407010090,298153476534679218671248539783462951142985763965731842856394127319527684427816395
600090002080000305000003070700004000000002019030587000000000004400028500006000020,653791482187246395294853671762914853845362719931587246328175964419628537576439128
009004000070200039030000000000000400080000900006010720002050000000720010508063040,859134672674285139231697854925376481187542963346819725762451398493728516518963247
008509100050000809004700000000000001370000500005100008100000900207800400000002073,638549127752361849914728356826954731371286594495137268143675982267893415589412673
030516000006000004100700509010400602000200030000035480000300700300109040900000000,439516827756982314182743569513498672648271935297635481821354796375169248964827153
000006000001500602060070010000000008380950700907000000000069024600203170004710300,429136857731598642865472913516327498382954761947681235173869524658243179294715386
142007006008600403003020070704000500021400000060005000007000009800030004000000200,142387956978651423653924178784263591521498637369715842217546389895132764436879215
006000000049501000700040000020009037000600200005000004000000309650010400003200080,536792148849561723712348956124859637987634215365127894271485369658913472493276581
082010000000300090901026000800100000000080200103400700007030050050870000000204009,482915367576348192931726548825167934794583216163492785247639851659871423318254679
602500030483000706000000000000070045020300000004000090100600000200410600000003408,672584931483129756591736284316972845829345167754861392148697523235418679967253418
000003005000800000304092000000040809048000070900050004000009600260100090007200003,621473985759816432384592761132647859548921376976358214415739628263184597897265143
001090000540001030008063000060000001000000087004000050020040500000200900007610023,371594268546821739298763145765482391932156487814937652129348576683275914457619823
050090000031020004200301600370000009008000040000500003826000405000007000000008930,457896321631725894289341657372684519598132746164579283826913475943257168715468932
306080009004005002000370080241000700900400650000000020793210000000000907010000000,376182549184695372529374186241856793938427651657931824793218465862543917415769238
907040100000918600000002000030000200510060407008700910000600090000204000040000000,927546183354918672186372549739451268512869437468723915271635894693284751845197326
090007801200000000000960042309250000500070000010300080007400003800003005900000000,493527861268134957175968342389256714546871239712349586657482193821693475934715628
000003000080170025000000769603001000000000000010207408200000080860040001030020000,752693814986174325341852769673481952428539176519267438294716583867345291135928647
400010000005007200000520096000000060306070520000900001000031600530800010004000008,462319785195687243873524196921453867346178529758962431289731654537846912614295378
800000590006350400000004076005000860920060005080500007100400000002008600500000034,841726593276359418359184276715243869923867145684591327167435982432978651598612734
050490028084006000200000000907020406000070000102040080008030004310000000000800073,651493728784256391293187645937528416845671239162349587578932164319764852426815973
030100000000000091006800000903600102500002060000009030070041000300080500018060003,732196845854723691196854327943678152581432769627519438275341986369287514418965273
009001050004000007060000900000086070603900020005000004080650200310000048000030000,739821456524369187168547932291486375643975821875213694987654213316792548452138769
000500070000000002000137900063090100028010009010004056097006403005000000200000000,946528371371469582852137964563792148428615739719384256197856423635241897284973615
000912300000050000800760250020098130300000904000000060940000600530000000000600009,754912386162853497893764251627498135385126974419375862941587623536249718278631549
070803902093040500100000000060015040005070009000680005600000001402090307700000000,574863912893142576126957834968215743215374689347689125639728451482591367751436298
706000020100902400000050000490003600000080092000000300004501008607000000500007146,746318529158972463923654817495723681361485792872196354234561978617849235589237146
005009800003006000700000015000007006002008070004503200401000507300905000090040000,215739864843156729769284315138427956952618473674593281481362597326975148597841632
008032500700000000013006000460000800172040050000000000000098000000000104500120308,948732516756914283213586947465279831172843659389651472631498725827365194594127368
000000090304060000070010005402700900908006430010005200005400370000000520000000000,521874693384569712679213845462738951958126437713945268195482376837691524246357189
009605003001000060000009040050376900000050300100200007900510200007400000080007000,479625183821743569365189742254376918796851324138294657943518276617432895582967431
503019400600000080710000300020000030000120050000030008070000000000081079005007004,583719462692453781714862395429578136368124957157936248971645823246381579835297614
010092000000007100000680000027000600900100008600028300240000030003009040006030057,718492563462357189395681472827943615934165728651728394249576831573819246186234957
903060000670000000080900000000000050000400208308007100000008002204000063060500040,913762485675384921482915637127896354596431278348257196739648512254179863861523749
000000037000048600500070800300000210040300009005180074000000108030020090060014000,428651937973248651516973842387495216142367589695182374254739168731826495869514723
800009500065000000403100000030002010000500009000397400000001007006000190200004380,812479563765283941493156872539642718647518239128397456954831627386725194271964385
010040098000000000060100000000080003605000700700250000049002060000400007207003900,513647298874925136962138574421789653695314782738256419149872365356491827287563941
070600400005079010002400000100007506090018000000040080000800002413000800200063004,971635428845279613632481759184327596396518247527946381769854132413792865258163974
000520070070409003000000001042006700010080090008200405005070000090008050000000040,839521674271469583654837921942156738513784296768293415485372169197648352326915847
000200307200010000080004010710300000030008006900020000006000009405000080100007502,651289347247513698389674215718365924532498176964721853876152439425936781193847562
960000080007060105004000000006020003050308700800010090000004001020006900740200000,963152487287469135514783629476925813159348762832617594695834271321576948748291356
703000102940000730600700080006400008030008000001096050000000006000140000005602000,753984162948261735612753984596417328437528691281396457324879516869145273175632849
000702005480060000302000000049051000010400030000009050000006004800070010003000702,691732845487165923352894167249351678516487239738629451975216384824973516163548792
007000001630000509500000048080006000900413000000920300410050000005001026000000000,847695231631284579529137648183576492952413867764928315416752983395841726278369154
700120009020090000400003500600000300050000020003006070002809450040030108300000000,738125649526498731491763582679284315854317926213956874162879453947532168385641297
504100900930080000080000050000300009700019005002007100370020010000600800000040502,564132978937485261281976354158364729743219685692857143379528416425691837816743592
200803065030400000090067800056004007000000000100700000010030054300500901900000000,247893165638451729591267843856314297473629518129785436712938654364572981985146372
000590024004030800020000900008406100007300000600000000760040009002000000140002085,876591324594237816321684957258476193417329568639815472765148239982753641143962785
300074006805200004000090020089000530003005040000300102670100000000000000000806000,392574816865231974417698325189462537723915648546387192674159283958723461231846759
673040000000000716000000000156004080000010090900605200008070009000520000039000500,673841952894352716215967438156294387342718695987635241528473169461529873739186524
000023400000000760000405000700000608030800000005000010082000000001090240096057000,157623489243981765968475123714532698639814572825769314382146957571398246496257831
200001000800040060009020010002000804001050006000200070000603005090000000056070043,267581439813947562549326718672139854431758296985264371724693185398415627156872943
504000067691005000000008000000010800100700009032000001705000408060000305000090000,584231967691475283327968514476319852158742639932856741715623498269184375843597126
700090600090005080600001702004012500000040069000608000508000020000009000100870000,781293645492765381653481792864912537215347869937658214578134926346529178129876453
005010400090006000402009630004008009000005200700090040501000064900031020203000000,635217498897346152412859637354628719169475283728193546571982364946731825283564971
000203000583000000460000100600070093000009000070000604800954006000000070300060001,791243568583196742462587139658471293134629857279835614817954326926318475345762981
000000000005210000820097060010020907000000000360900050950000400070500023008001700,197865342645213879823497561514326987789154236362978154956732418471589623238641795
000087490000690003000500800049300080005006000010000006090000007800000020506000130,163287495258694713974531862649372581385416279712958346491823657837165924526749138
800090010620010807000270050060300100300000000051004300000641000106000705200007000,837596214625413897419278653762385149384129576951764328578641932146932785293857461
090020000800006053000000900200007105070000080000680074604875000010000000000430000,597328416842196753136754928268947135473512689951683274624875391315269847789431562
280900030070060500000000000014000980092000000608100700000040005460075008000380006,285917634371468529946532817514726983792853461638194752829641375463275198157389246
010000090000000364200600070850017000000090006001803000107000005000000000962700400,614375892579182364238649571856217943723594186491863257147938625385426719962751438
060000031100500000902000060000706020000350086000209103003000000200900007578000090,865492731137568249942137568389716425721354986654289173493875612216943857578621394
000000030005037600600004002001000304730000500480020001000306910000100000007090003,924651837815237649673984152591768324732419586486523791248376915369145278157892463
000863010000900308000410007001000000080630000500204600450000000006009520090020040,975863214124957368368412957641598732287631495539274681452386179816749523793125846
920400005001000300070000012002804030056000000300250000000000000000020679005100208,923417865461582397578963412712894536856731924349256781297648153184325679635179248
800007001100000590206500040000090400730000000005100000000008000001060350000302900,853947621147286593296531847612893475734625189985174236369458712421769358578312964
000900004020800903300000010400750006070000040012080009007200000091000600000018400,756931284124875963389624715438759126975162348612483579547296831891347652263518497
300000000006003001000198400640300010000007000008000025704000003002070500000405700,391746258486253971527198436645329817213587649978614325754862193832971564169435782
050200030010000006008005000000080009090000000300050070009036040005700061004001907,956217438213498756748365192467183529592674813381952674179836245825749361634521987
970000018000201705000079040500020300806000000030090000700050002320006009450010000,974563218683241795215879643597428361846135927132697584768954132321786459459312876
000700604003040000010020000070000043008000000600090702000270006580006907000000300,952781634863945271417623895179862543248537169635194782391278456584316927726459318
400009007030600000002000050003204000100000080000090015050980731000000006000025800,418359267935672148672148953583214679149567382726893415254986731897431526361725894
090763000000005000008000604005400006060139200020000000600080105050000020042007000,294763581716845932538921674985472316467139258321658749673284195859316427142597863
060007030100000840008020000000000050050076000003500000310002009090005072600001400,469187235172953846538624917946238751251476398783519624317842569894365172625791483
000000000000005976007023000000000000301090205020084700000400500080070190673000400,894761352132845976567923814758312649341697285926584731219438567485276193673159428
010020000009007002600008015800000600020003000400070008000005906008000004007400350,715624893389157462642938715873541629526893147491276538234715986158369274967482351
000009231080012500000470000508000000000020900070100040000500603050030018010004000,764859231389612574125473869598346127431725986672198345247581693956237418813964752
050000900003690000900300004600000070204001003005703006000000010100070060080500007,756184932423695781918327654631259478274861593895743126567432819142978365389516247
010000300006200009000003040004000002675004003020905070400000000709300500008649000,512498367346257189987163245194736852675824913823915476431572698769381524258649731
900004000001003205030820700008000106009300080000206000000000000007602309650100007,972564831841973265536821794328459176469317582715286943294735618187642359653198427
104239000000000000208060403759000000400000300013940020000006070000090800900007005,164239758395784261278561493759312684482675319613948527831456972527193846946827135
000000603000045000400310970070000304903000007020000010137020000009004000000860000,751982643396745128482316975678291354913458267524637819137529486869174532245863791
018050000709000800045000073000000006400790000030400700080070020000832509900600000,318957462769243851245168973597381246426795138831426795183579624674832519952614387
000900821210004000090000600005201763000070000600000100360080000402000500000607000,746953821218764395593812674985241763124376958637598142369485217472139586851627439
005209000000007040090050700209700800030000020800401000900000000000000408601890230,765249381382617549194358762219763854437985126856421973948532617523176498671894235
804000000030080002000164000000409605570031009009000000040000923000000051053002000,814273596637985412295164387381429675576831249429657138748516923962348751153792864
000020010065000009012700005000009008008240700000007490300982600070300000006000003,739526814865413279412798365147639528598241736623857491351982647974365182286174953
400590000010040002020100050002400031190700040050001700009000500000009067008200300,467592183915348672823167459782456931196723845354981726239674518541839267678215394
100000030000000601060300900450600000030800000890570040602000400500706002010083000,129467835345928671768351924457639218236814759891572346672195483583746192914283567
800000040005200100047601000000560001000812000090000008710006500009005000030070009,821793645365248197947651382278569431453812976196437258714986523689325714532174869
000050090900000700004207003230100000006003072000060800020800006000000980093010020,367451298912638745584297163238174659156983472479562831725849316641325987893716524
000050090050020300001003007300608010000004060900000200040070009500902080030000000,263457891758129346491863527324698715175234968986715234842376159517942683639581472
005007130300600000041000070000570001000039002900100700060045900400000020009080043,895427136372691854641358279286574391517839462934162785763245918458913627129786543
005000009002000874090740035030000000009806000001090000000030100003020080800100040,475683219362519874198742635736251498249876351581394762654938127913427586827165943
100006800090520100050103006000038000500900408018000700000040000700300060000000204,143796825896524173257183946479238651562971438318465792625849317784312569931657284
009400000300000510605102000000607030090000600200004005000040093050901002000000408,179453826342869517685172349518697234493285671267314985726548193854931762931726458
500012006001608300000090800230700050400900200058000000004000090100270080000060000,583412976971658324642397815239746158416985237758123469864531792195274683327869541
001075090060090000000000508400001072009000000020600100000700000000036000036089010,841375296365298741792164538483951672619827354527643189954712863178436925236589417
000000200000900068900037000800000030003100900024090005790506002008000000300000007,417865293235941768986237451859724136673158924124693875791586342548372619362419587
000300001030068004047000000008010030000080067000703000025009080300020019100070040,962347851531968274847251693798612435213485967654793128425139786376824519189576342
300000008002000070570060003700001002000300081020080060200900010069102800007000050,346217598982543176571869423758691342694325781123784965235978614469152837817436259
080090300020804000000000060000075003910006070000000840478901002030000000009048000,185697324326814957794523168842175693913486275567239841478961532631752489259348716
060000400007041006000008000090080007000503081008700530500070020900000005600000190,869357412237941856451268379395184267746523981128796534514879623983612745672435198
020105067000090043070000000800070000000509080069000000290001350003006800500000002,324185967658792143971364528845673291732519684169428735297841356413256879586937412
007000020000000005890702000050000040204053067030100000002001000000030001903260450,367519824421386975895742613159678342284953167736124589542891736678435291913267458
004005609900700400000010087008060000000501003300004010030008000009100008070240005,714825639982736451653419287198362574467581923325974816531698742249157368876243195
703060000000009003001002000310080200908000304050000000070000500000016020200570980,793461852624859713581732649317684295968125374452397168179248536835916427246573981
740890000001600000900070068009000803000230500504007006000000000200100004000049010,746893251381625497952471368629514873178236549534987126413762985297158634865349712
008000001302500067010000050960000000000006530500007100075048020029700000000000008,658379241392514867714682359961435782287196534543827196175948623829763415436251978
000003006090040501000590000300060007002807900000400860007000005400906700018000000,854173296793642581126598374389265147642817953571439862967381425435926718218754639
037200010000080000060700000080500070000024006005007390190002607400300081000000400,837246915542981763961735248684593172379124856215867394198452637426379581753618429
010007360000096000000200000708140000102000005003000400000050603800900210090000800,214587369587396142639214578758142936142639785963875421421758693875963214396421857
200000307010008009390700060400100708008023010000800050007900000900006000000070100,285691347716438529394752861452169738678523914139847652567914283921386475843275196
000000060800073005050200083040680300602000010010400000400900500091060048000050000,123895467864173295759246183945681372672539814318427659437918526591362748286754931
903500100000900003801400000005083006200000704000000200700002000000600020000001008,943528167527916843861437592475283916289165734316749285734892651158674329692351478
009600000820090000007008200096500703700900025000360100000000400308070050570000010,139652847824793561657418239496521783713984625285367194961235478348176952572849316
506032000000000020009610003050008070078000300010070000200300010001090700090021806,546832197183749625729615483354168279978254361612973548265387914831496752497521836
040307200900006000200510307370001080000040000020700050060900000050000006804000700,541387269937426518286519347379651482615248973428793651163975824752834196894162735
700000020096020000052000806000900540030000061570000000000047000080102070620803000,743685129896321754152479836261938547938754261574216398319547682485162973627893415
000548002000000600002600004090001086070000540053000000800003060900270030030090007,369548712485127693712639854294751386178362549653984271827413965946275138531896427
090008105307040006061009040830000000000000000206000410000900507000020000000403080,492368175387541296561279348834612759915734862276895413143986527658127934729453681
010006020900000310700020000005910000390670000000005970000001802000300006000500091,814736529926854317753129684475913268392678145681245973567491832149382756238567491
005000040800070002026800030300054200050708000000300001104000705000000006290000080,715236948839475612426891537381654279952718463647329851164983725578142396293567184
008079000500306000004050000000600100802005009010084020071000800450001207000060040,138479652529316478764258913395627184842135769617984325271543896456891237983762541
300178000000003000075000000000001930030087500089030012000004000000700690700020100,394178265218653479675492381567241938132987546489536712951364827823715694746829153
008300020000000900934000100003000004602000530050000016300940070060008000005010000,518396427726184953934527168193265784642871539857439216381942675269758341475613892
607000504000100027008006000000013000090008400001050070800600710009000000400030208,617392584935184627248576193784213965592768431361459872823645719159827346476931258
200000000010045600000000270300400000100009006050006309020010804008050060030084050,285367941719245638463891275396428517172539486854176329527613894948752163631984752
070002000002000000300900400060050190000109062510000003427600008030087000100005000,874562931692413785351978426263854197748139562519726843427691358935287614186345279
000000500000007040600250800005000916070000050300900000000090004020000070900802030,718439562592687341634251897485723916279168453361945728157396284823514679946872135
630000000000168000000009008020000010980050300000000200700500000009020006050780902,638275491294168537517439628326947815981652374475813269762594183849321756153786942
000000029012000000800000007080000030140080000603290180900004000030100800020005073,365718429712946358894532617289451736147683295653297184978324561536179842421865973
060010000200870030000430050630009280000000000098000005305100020006008000020000908,563912847241875639879436152634759281752681394198324765385197426916248573427563918
001608503530010000000000000700059200000000000698071000070900030050084600000700020,421698573539417862867532941743859216215346789698271354176925438352184697984763125
009000027010820000005910000000000372000000800070004001040601030602493000090000000,869345127413827596725916483954168372136279854278534961547681239682493715391752648
500000090000010206400892050230008070004006000000400001020001009000700030900030600,572364198893517246461892753236158974184976325759423861327641589615789432948235617
000040300460200007000678000600000400200001500005090008000000613000059000070300040,827945361469213857513678294681527439294831576735496128952784613346159782178362945
000009001000000700120307400030900050000005006605730100040600000900000010502890034,387469521459182763126357489234916857718245396695738142841623975963574218572891634
004000109000000082031007600042003507590040000000000000000300700205001006010075200,624538179957614382831297654142863597593742861768159423489326715275481936316975248
190000060000000018460000300500020007000000020002050401904560002300091000600072000,197835264253649718468217359549123687716984523832756491974568132325491876681372945
005300002013007000902000607750000000000500700030908000000006500000100003000005149,475369812613827954982451637759642381824513796136978425341296578597184263268735149
007050093060008400020400000010063009200004000000000070300001007000900004070002086,147256893569378412823419765715863249286794351934125678398641527652987134471532986
006000952051000000000270300100407520000000084000060009800090000070000010305000800,736148952251936478984275361193487526567329184428561739812793645679854213345612897
070000003600400200005806000250040000083570020000020000030080050007002900000009304,471295863698437215325816749256948137983571426714623598139784652547362981862159374
029000000000006000540010306100908000000000060050600400402001900001073008080000000,629385174713426589548719326136948752294157863857632491472861935961573248385294617
720310050000005080008060020000041065010030000400000000230090600001000030980000207,726318954349275186158964723892741365517836492463529871235197648671482539984653217
000008000500200009240301600600080000070064008001007050000800002030070000060000070,396758421518246739247391685625183947973564218481927356754839162132675894869412573
008690004400002000000700600020000000000003541006001007030086400900000100005020008,278695314469312875153748692521874963897263541346951287732186459984537126615429738
180300000092000700050041008005000140020600000000070000040250090060009070000000234,187392456492865713356741928635928147724613589918574362843257691261439875579186234
004105020007000340200000800000600000403028000005003000000000000300092010602407908,834165729517289346296374851729651483463728195185943267941836572378592614652417938
000000306030050090400009008800072004000000060010400700060503940307000001040091000,589214376631857492472369518856972134724135869913486725168523947397648251245791683
782030000059006100000000300006004009108060040000070000000000501600907020004020600,782431965359286174461795382236814759178569243945372816827643591613957428594128637
600014000000000060070002408050001080200006103000050000080400000913020007002003805,638914572124785369579632418356291784297846153841357926785469231913528647462173895
058002070003000002000000400080003200309050000000749010800910000006027000035000700,958432176643871952271596438784163295319258647562749813827915364496327581135684729
000000000200090045908070100001005000030009510009063002700000324006080000000004600,413658297267391845958472163621845739834729516579163482785916324346287951192534678
200010060000200000001986000750030802090000030003000600000000150507003200008600704,289315467635247918471986325756139842892764531143528679964872153517493286328651794
400008300000340609036700000000100460009000000000005000040007100060001800800200070,492568317178342659536719248785193462329476581614825793943687125267951834851234976
000900008000701000000060400506000807700400003031000002002004000674580000050003070,263945718845731629917268435526319847789426153431857962392174586674582391158693274
000050040000700009020400060010006900000003070594000001000600400108000000360070020,976352148431768259825491367713546982682913574594827631257689413148235796369174825
710060005009002000000800000000000802080005010002480360600500070900000104008900000,714369285869152743235847691491736852386295417572481369623514978957628134148973526
000170305045030090070090000700061000000000200801509730209008000030010080000600000,982176345145832697376495128793261854564387219821549736219758463637914582458623971
600020300000030501000000890000060000120903000356000100260400000590000080000102005,615829374789634521432715896974561238128943657356287149267458913591376482843192765
790020000000109000602700900040065290000000008000901000000607450900000000365000010,793426185458139672612758934847365291139274568526981347281697453974513826365842719
208300095097000200005700000000810500000004008003500010000000001050008070040000300,268341795197685243435792186674813529512974638983526417726439851351268974849157362
600500400010000086000080000900000040450007208000002307060400000800623000305090000,638519472219374586547286139972835641453167298186942357761458923894623715325791864
